age,region,activity,heart_rate,steps,calories,step_range,calories_range,sleep_hours,weight_kg,fitness_level
28,East,Walking,75,7895,260,5k-8k,250-400,6.57,65.9,moderately_fit
37,North,Gym,80,10099,461,8k-11k,400-550,6.91,63.7,moderately_fit
43,North,Cycling,83,10258,517,8k-11k,400-550,7.26,75.6,moderately_fit
47,West,Walking,76,10001,362,8k-11k,250-400,7.31,61.6,moderately_fit
54,North,Walking,64,6551,245,5k-8k,<250,5.98,73.9,unfit
53,North,Gym,98,7293,298,5k-8k,250-400,6.5,73.6,moderately_fit
39,South,Cycling,89,12709,554,11k-14k,550-700,8.17,79.3,moderately_fit
56,East,Cycling,90,6743,306,5k-8k,250-400,6.64,86.1,unfit
28,South,Cycling,92,12547,566,11k-14k,550-700,6.55,67.6,moderately_fit
39,South,Gym,90,7672,405,5k-8k,400-550,8.23,62.1,moderately_fit
58,West,Cycling,120,12014,601,11k-14k,550-700,6.9,65.1,fit
27,East,Walking,130,10245,436,8k-11k,400-550,6.38,81.1,moderately_fit
43,East,Gym,79,7898,389,5k-8k,250-400,6.65,89.8,moderately_fit
24,North,Gym,71,7424,410,5k-8k,400-550,6.46,59.0,moderately_fit
29,North,Gym,50,4611,195,<5k,<250,6.69,91.0,unfit
53,South,Walking,77,6583,205,5k-8k,<250,6.22,95.8,unfit
30,North,Running,101,7402,364,5k-8k,250-400,8.19,64.0,moderately_fit
60,North,Gym,89,6987,263,5k-8k,250-400,6.11,76.8,unfit
18,North,Gym,81,8597,391,8k-11k,250-400,8.95,77.4,moderately_fit
32,South,Cycling,81,12275,629,11k-14k,550-700,6.53,72.4,fit
28,East,Cycling,83,11165,637,11k-14k,550-700,8.07,68.2,moderately_fit
52,East,Walking,81,5053,175,5k-8k,<250,5.07,87.8,unfit
36,North,Gym,81,10922,492,8k-11k,400-550,6.33,80.9,moderately_fit
40,South,Gym,74,5805,246,5k-8k,<250,6.78,65.5,unfit
68,North,Walking,87,6459,228,5k-8k,<250,5.63,85.6,unfit
28,South,Cycling,94,16355,648,>14k,550-700,7.78,75.2,fit
33,South,Walking,62,9131,384,8k-11k,250-400,7.06,71.5,moderately_fit
57,South,Walking,95,5109,209,5k-8k,<250,5.79,73.3,unfit
53,West,Walking,45,4096,149,<5k,<250,4.68,67.4,unfit
56,East,Cycling,94,11296,562,11k-14k,550-700,7.83,75.0,moderately_fit
65,East,Walking,85,3044,100,<5k,<250,6.58,74.5,unfit
28,West,Running,99,14018,700,>14k,550-700,6.81,77.3,fit
29,East,Walking,63,8862,289,8k-11k,250-400,5.92,85.3,moderately_fit
52,East,Cycling,130,6757,299,5k-8k,250-400,6.5,73.0,unfit
29,South,Sports,98,9386,606,8k-11k,550-700,8.05,75.0,moderately_fit
46,South,Running,110,8246,401,8k-11k,400-550,6.96,66.7,moderately_fit
36,East,Cycling,75,14546,774,>14k,>700,8.58,72.9,fit
29,North,Cycling,70,15366,573,>14k,550-700,9.57,79.1,moderately_fit
59,East,Cycling,86,12929,694,11k-14k,550-700,7.86,76.8,fit
54,West,Cycling,82,13663,817,11k-14k,>700,9.46,73.9,fit
53,East,Walking,89,4867,144,<5k,<250,7.2,73.3,unfit
57,North,Gym,85,2868,116,<5k,<250,6.64,81.2,unfit
28,South,Sports,86,16391,794,>14k,>700,8.84,71.1,fit
38,East,Gym,77,10989,474,8k-11k,400-550,6.84,65.6,moderately_fit
31,West,Sports,79,13995,633,11k-14k,550-700,9.63,83.3,fit
44,South,Running,112,9279,496,8k-11k,400-550,6.79,69.1,moderately_fit
26,East,Running,92,14491,712,>14k,>700,8.23,84.1,fit
24,West,Running,85,14877,773,>14k,>700,7.31,59.2,fit
35,North,Cycling,80,10482,504,8k-11k,400-550,6.13,94.1,moderately_fit
30,East,Gym,85,7074,339,5k-8k,250-400,6.11,85.2,moderately_fit
24,North,Walking,71,3878,157,<5k,<250,4.1,60.0,unfit
48,South,Cycling,93,7718,286,5k-8k,250-400,7.13,76.3,moderately_fit
55,South,Sports,99,2614,144,<5k,<250,7.72,78.1,unfit
37,East,Cycling,86,9447,542,8k-11k,400-550,5.04,66.7,moderately_fit
35,East,Gym,83,7329,286,5k-8k,250-400,3.88,86.5,moderately_fit
57,South,Walking,70,3584,119,<5k,<250,5.61,86.5,unfit
35,West,Sports,98,12528,553,11k-14k,550-700,7.3,83.0,moderately_fit
57,East,Walking,64,5233,172,5k-8k,<250,5.5,86.6,unfit
29,East,Running,94,13086,711,11k-14k,>700,7.45,66.1,fit
50,South,Walking,79,9075,387,8k-11k,250-400,5.91,80.1,moderately_fit
26,North,Gym,88,8663,422,8k-11k,400-550,5.6,77.0,moderately_fit
25,South,Gym,93,10667,394,8k-11k,250-400,7.72,60.8,moderately_fit
28,West,Gym,81,6625,291,5k-8k,250-400,7.31,67.6,unfit
68,North,Cycling,94,8638,489,8k-11k,400-550,6.82,84.0,moderately_fit
52,West,Walking,75,5981,231,5k-8k,<250,4.62,63.7,unfit
30,East,Gym,79,9431,392,8k-11k,250-400,6.45,74.5,moderately_fit
48,East,Running,101,8325,459,8k-11k,400-550,6.39,75.1,moderately_fit
59,East,Sports,104,6622,331,5k-8k,250-400,6.64,63.6,unfit
45,South,Cycling,86,8974,345,8k-11k,250-400,6.33,83.1,moderately_fit
50,East,Walking,76,8954,359,8k-11k,250-400,6.15,94.5,moderately_fit
18,South,Walking,65,5119,220,5k-8k,<250,6.15,67.3,unfit
54,East,Gym,80,11801,489,11k-14k,400-550,7.86,72.1,moderately_fit
22,East,Cycling,74,9913,506,8k-11k,400-550,6.46,72.5,moderately_fit
19,East,Gym,72,10141,513,8k-11k,400-550,7.08,76.0,moderately_fit
55,East,Walking,77,8031,362,8k-11k,250-400,5.57,66.1,moderately_fit
43,North,Cycling,84,9110,457,8k-11k,400-550,6.47,81.2,moderately_fit
26,North,Running,96,13469,665,11k-14k,550-700,6.64,72.3,fit
35,East,Running,108,17639,815,>14k,>700,8.2,56.7,fit
34,North,Gym,130,11674,609,11k-14k,550-700,6.61,68.0,moderately_fit
24,South,Gym,84,11351,537,11k-14k,400-550,6.81,71.2,moderately_fit
28,South,Gym,93,8968,373,8k-11k,250-400,6.51,67.9,moderately_fit
25,North,Gym,72,9342,462,8k-11k,400-550,6.85,73.9,moderately_fit
18,North,Sports,90,10319,510,8k-11k,400-550,7.02,70.1,moderately_fit
71,East,Walking,83,4605,171,<5k,<250,5.95,73.8,unfit
60,South,Gym,110,7368,302,5k-8k,250-400,5.05,93.5,moderately_fit
55,South,Gym,78,7449,368,5k-8k,250-400,6.39,61.5,moderately_fit
69,West,Walking,69,5872,232,5k-8k,<250,6.61,73.1,unfit
24,North,Cycling,83,14298,747,>14k,>700,7.87,80.7,fit
61,North,Running,104,6165,311,5k-8k,250-400,5.76,84.7,unfit
34,East,Sports,94,10030,576,8k-11k,550-700,5.84,72.8,moderately_fit
69,East,Walking,78,7568,308,5k-8k,250-400,5.88,95.5,moderately_fit
47,South,Walking,74,11385,306,11k-14k,250-400,6.02,67.8,moderately_fit
58,West,Walking,70,3719,149,<5k,<250,4.24,85.7,unfit
33,West,Gym,67,7436,396,5k-8k,250-400,6.97,58.8,moderately_fit
53,North,Gym,88,4395,225,<5k,<250,7.93,75.3,unfit
25,North,Cycling,86,6348,199,5k-8k,<250,6.4,75.1,unfit
30,East,Gym,80,9886,454,8k-11k,400-550,6.79,77.9,moderately_fit
25,North,Sports,88,13878,651,11k-14k,550-700,7.46,66.2,fit
32,North,Running,119,12701,525,11k-14k,400-550,7.1,60.9,moderately_fit
28,East,Running,111,13128,924,11k-14k,>700,6.62,90.1,fit
23,South,Gym,86,9388,407,8k-11k,400-550,6.36,70.8,moderately_fit
24,South,Gym,120,8178,402,8k-11k,400-550,6.91,61.2,moderately_fit
44,North,Sports,119,10637,592,8k-11k,550-700,7.83,69.9,moderately_fit
31,East,Gym,82,12600,533,11k-14k,400-550,6.96,81.8,moderately_fit
37,South,Cycling,94,8411,457,8k-11k,400-550,8.02,85.9,moderately_fit
28,North,Running,91,13150,655,11k-14k,550-700,7.06,65.9,fit
46,North,Sports,93,10254,633,8k-11k,550-700,6.99,95.5,moderately_fit
23,South,Cycling,76,10181,444,8k-11k,400-550,8.35,65.8,moderately_fit
29,West,Gym,90,9436,423,8k-11k,400-550,6.05,66.3,moderately_fit
35,West,Running,105,5800,297,5k-8k,250-400,7.97,66.0,unfit
26,North,Walking,74,8719,338,8k-11k,250-400,6.7,63.2,moderately_fit
31,East,Running,97,10783,610,8k-11k,550-700,6.65,75.5,moderately_fit
20,East,Gym,91,7765,269,5k-8k,250-400,5.85,65.1,moderately_fit
32,East,Running,86,13097,666,11k-14k,550-700,7.24,63.3,fit
28,South,Gym,76,5859,232,5k-8k,<250,7.1,67.5,unfit
61,North,Sports,93,12601,466,11k-14k,400-550,8.54,87.8,moderately_fit
24,East,Running,102,11928,693,11k-14k,550-700,7.41,51.3,moderately_fit
43,North,Sports,97,17415,922,>14k,>700,5.56,81.0,fit
20,North,Walking,71,9153,352,8k-11k,250-400,6.7,60.9,moderately_fit
56,South,Gym,84,6045,265,5k-8k,250-400,8.21,91.6,unfit
18,West,Gym,75,9234,435,8k-11k,400-550,7.05,87.8,moderately_fit
30,North,Running,96,14245,657,>14k,550-700,7.58,69.7,fit
30,East,Sports,89,16206,941,>14k,>700,5.26,89.6,fit
18,North,Sports,78,15375,823,>14k,>700,8.14,62.4,fit
27,West,Gym,81,11588,481,11k-14k,400-550,6.13,58.9,moderately_fit
31,South,Sports,100,11109,470,11k-14k,400-550,5.89,55.9,moderately_fit
31,North,Cycling,97,9542,424,8k-11k,400-550,6.51,57.3,moderately_fit
29,North,Sports,93,13640,655,11k-14k,550-700,7.25,72.5,fit
48,South,Running,117,16000,605,>14k,550-700,6.5,64.4,fit
29,North,Sports,100,11701,495,11k-14k,400-550,7.81,97.3,moderately_fit
54,North,Cycling,91,7408,362,5k-8k,250-400,5.84,72.0,moderately_fit
27,East,Gym,84,6816,287,5k-8k,250-400,7.06,64.2,unfit
52,South,Walking,61,2839,100,<5k,<250,5.55,71.3,unfit
31,East,Gym,79,8016,355,8k-11k,250-400,6.65,77.0,moderately_fit
26,North,Running,98,13436,825,11k-14k,>700,8.52,77.1,fit
52,South,Cycling,96,9229,467,8k-11k,400-550,7.41,86.8,moderately_fit
20,South,Cycling,81,13194,573,11k-14k,550-700,7.25,73.2,moderately_fit
39,North,Cycling,82,9148,410,8k-11k,400-550,6.14,87.7,moderately_fit
31,South,Gym,92,13621,536,11k-14k,400-550,6.65,73.0,moderately_fit
47,North,Gym,88,5219,193,5k-8k,<250,6.31,78.1,unfit
61,East,Walking,85,7072,276,5k-8k,250-400,4.36,82.7,moderately_fit
29,East,Cycling,86,8071,510,8k-11k,400-550,7.46,71.3,moderately_fit
24,South,Gym,69,7473,312,5k-8k,250-400,5.67,71.5,moderately_fit
22,North,Gym,70,10435,514,8k-11k,400-550,6.6,62.8,moderately_fit
62,North,Gym,82,9675,428,8k-11k,400-550,7.12,64.4,moderately_fit
30,South,Walking,76,6800,261,5k-8k,250-400,5.73,84.7,unfit
29,East,Gym,93,9478,399,8k-11k,250-400,5.83,70.4,moderately_fit
64,North,Walking,64,8072,260,8k-11k,250-400,6.95,70.9,moderately_fit
19,North,Sports,85,9857,582,8k-11k,550-700,5.61,73.2,moderately_fit
22,North,Gym,76,11658,543,11k-14k,400-550,6.06,83.9,moderately_fit
52,South,Cycling,94,7557,396,5k-8k,250-400,7.15,84.9,moderately_fit
25,North,Gym,75,10141,539,8k-11k,400-550,6.76,81.0,moderately_fit
57,South,Cycling,86,10229,603,8k-11k,550-700,6.79,67.9,moderately_fit
23,North,Running,105,10972,572,8k-11k,550-700,8.6,62.4,moderately_fit
18,South,Cycling,88,10133,347,8k-11k,250-400,7.65,64.6,moderately_fit
45,North,Sports,82,12324,666,11k-14k,550-700,7.85,80.1,fit
38,South,Running,113,12219,549,11k-14k,400-550,6.51,79.6,moderately_fit
29,North,Sports,78,10262,535,8k-11k,400-550,8.67,73.0,moderately_fit
56,North,Gym,86,7953,315,5k-8k,250-400,6.28,91.5,moderately_fit
23,South,Cycling,76,8901,441,8k-11k,400-550,7.44,72.2,moderately_fit
54,South,Gym,77,4643,278,<5k,250-400,7.2,86.4,unfit
32,South,Sports,92,5815,266,5k-8k,250-400,6.47,54.1,unfit
35,East,Cycling,78,11539,751,11k-14k,>700,5.9,79.0,moderately_fit
26,West,Gym,54,9546,408,8k-11k,400-550,6.67,93.2,moderately_fit
51,North,Gym,79,9151,428,8k-11k,400-550,6.4,79.4,moderately_fit
50,East,Cycling,81,12494,549,11k-14k,400-550,5.82,76.0,moderately_fit
25,South,Cycling,82,10836,599,8k-11k,550-700,6.44,73.8,moderately_fit
55,North,Sports,87,9619,529,8k-11k,400-550,7.82,78.4,moderately_fit
56,West,Walking,63,6659,201,5k-8k,<250,5.61,66.7,unfit
47,East,Gym,92,6641,329,5k-8k,250-400,7.56,79.1,unfit
58,West,Gym,89,3689,160,<5k,<250,7.34,73.5,unfit
33,North,Gym,77,6120,245,5k-8k,<250,7.23,71.5,unfit
21,North,Gym,76,9700,345,8k-11k,250-400,9.02,63.8,moderately_fit
23,South,Running,106,17499,1015,>14k,>700,6.48,78.1,fit
37,East,Gym,86,12651,555,11k-14k,550-700,7.28,60.3,moderately_fit
56,North,Walking,68,5403,165,5k-8k,<250,6.35,73.9,unfit
46,West,Gym,88,8552,328,8k-11k,250-400,6.88,86.7,moderately_fit
60,South,Cycling,94,13317,782,11k-14k,>700,4.44,88.8,fit
49,South,Gym,85,9225,347,8k-11k,250-400,6.21,74.3,moderately_fit
32,South,Gym,94,9409,421,8k-11k,400-550,6.38,54.7,moderately_fit
60,East,Gym,82,7725,411,5k-8k,400-550,6.86,93.3,moderately_fit
61,North,Walking,80,6870,148,5k-8k,<250,4.95,76.0,unfit
53,West,Sports,101,6915,314,5k-8k,250-400,6.89,72.1,unfit
29,South,Gym,120,11168,548,11k-14k,400-550,6.0,74.2,moderately_fit
66,North,Cycling,88,9257,385,8k-11k,250-400,6.07,81.9,moderately_fit
26,West,Running,106,17464,777,>14k,>700,5.31,69.3,fit
27,West,Cycling,92,12515,648,11k-14k,550-700,5.57,72.8,fit
30,East,Gym,71,11753,495,11k-14k,400-550,6.44,75.7,moderately_fit
57,West,Walking,73,4074,127,<5k,<250,7.27,65.4,unfit
63,South,Cycling,120,6908,274,5k-8k,250-400,6.94,73.0,unfit
28,West,Gym,90,9715,480,8k-11k,400-550,6.84,79.5,moderately_fit
64,North,Cycling,91,6441,298,5k-8k,250-400,7.5,92.4,unfit
42,East,Gym,77,10538,441,8k-11k,400-550,5.96,84.5,moderately_fit
21,East,Cycling,78,8221,357,8k-11k,250-400,5.9,64.4,moderately_fit
36,North,Sports,75,11041,506,11k-14k,400-550,7.43,81.7,moderately_fit
23,South,Sports,83,11150,593,11k-14k,550-700,6.86,63.9,moderately_fit
24,South,Gym,71,7743,296,5k-8k,250-400,7.51,66.5,moderately_fit
32,East,Gym,87,5639,207,5k-8k,<250,6.16,62.6,unfit
23,North,Sports,97,12671,717,11k-14k,>700,7.94,68.5,fit
23,East,Cycling,76,11392,503,11k-14k,400-550,6.11,65.9,moderately_fit
25,North,Walking,69,11435,373,11k-14k,250-400,6.51,82.8,moderately_fit
48,South,Running,96,19463,1175,>14k,>700,7.78,63.7,fit
38,West,Gym,91,5996,262,5k-8k,250-400,5.98,80.6,unfit
30,South,Sports,85,7202,299,5k-8k,250-400,5.69,88.6,moderately_fit
57,South,Walking,74,3518,115,<5k,<250,5.56,75.1,unfit
21,North,Running,112,14514,859,>14k,>700,7.01,85.8,fit
28,East,Running,106,17375,905,>14k,>700,6.86,57.4,fit
34,West,Sports,92,10409,629,8k-11k,550-700,8.36,86.4,moderately_fit
54,West,Cycling,88,10565,561,8k-11k,550-700,6.22,65.7,moderately_fit
38,East,Gym,72,6669,324,5k-8k,250-400,7.93,74.7,unfit
54,North,Gym,80,6382,265,5k-8k,250-400,7.82,64.5,unfit
60,North,Sports,94,9776,521,8k-11k,400-550,6.9,83.2,moderately_fit
24,North,Cycling,90,11492,508,11k-14k,400-550,5.32,91.4,moderately_fit
21,South,Running,96,14591,829,>14k,>700,6.34,65.8,fit
46,North,Cycling,91,7055,401,5k-8k,400-550,7.88,61.1,moderately_fit
50,North,Walking,68,8745,295,8k-11k,250-400,6.18,72.6,moderately_fit
75,South,Cycling,98,10485,569,8k-11k,550-700,8.2,90.4,moderately_fit
50,North,Walking,77,8763,342,8k-11k,250-400,6.3,80.7,moderately_fit
28,East,Running,106,11968,693,11k-14k,550-700,6.04,101.4,moderately_fit
55,West,Cycling,101,9338,507,8k-11k,400-550,7.21,77.6,moderately_fit
50,East,Walking,82,5243,223,5k-8k,<250,8.28,90.2,unfit
29,East,Running,93,10975,545,8k-11k,400-550,6.56,54.1,moderately_fit
57,East,Walking,74,6489,228,5k-8k,<250,7.88,94.6,unfit
30,North,Gym,90,3894,160,<5k,<250,9.48,72.1,unfit
66,North,Cycling,50,10277,499,8k-11k,400-550,6.29,78.7,moderately_fit
43,North,Cycling,80,7093,374,5k-8k,250-400,5.48,58.9,moderately_fit
21,North,Gym,88,9017,351,8k-11k,250-400,5.91,64.4,moderately_fit
27,East,Running,97,7292,366,5k-8k,250-400,6.22,69.0,moderately_fit
52,West,Gym,91,12252,440,11k-14k,400-550,6.29,81.9,moderately_fit
52,West,Walking,80,7503,292,5k-8k,250-400,6.55,75.5,moderately_fit
58,North,Cycling,95,9014,427,8k-11k,400-550,5.17,100.0,moderately_fit
59,West,Walking,66,4437,147,<5k,<250,6.28,59.2,unfit
30,North,Cycling,97,8375,469,8k-11k,400-550,7.64,77.5,moderately_fit
53,East,Walking,89,5732,204,5k-8k,<250,6.47,51.3,unfit
36,North,Gym,77,9555,363,8k-11k,250-400,7.62,72.9,moderately_fit
31,North,Walking,80,6846,202,5k-8k,<250,6.92,77.2,unfit
25,South,Gym,85,10860,529,8k-11k,400-550,8.44,68.6,moderately_fit
21,West,Cycling,45,16399,804,>14k,>700,6.3,84.8,fit
45,North,Gym,77,5517,227,5k-8k,<250,9.34,82.6,unfit
36,North,Walking,78,7512,273,5k-8k,250-400,5.61,77.8,moderately_fit
55,West,Sports,102,14146,477,>14k,400-550,6.13,80.9,moderately_fit
34,West,Cycling,80,9943,424,8k-11k,400-550,7.02,66.6,moderately_fit
39,North,Gym,87,8252,353,8k-11k,250-400,7.1,71.7,moderately_fit
30,East,Sports,97,13113,828,11k-14k,>700,7.42,94.7,fit
29,North,Gym,79,10956,481,8k-11k,400-550,8.24,69.6,moderately_fit
30,South,Cycling,95,13664,721,11k-14k,>700,9.26,61.6,fit
47,South,Walking,59,6671,215,5k-8k,<250,6.76,91.2,unfit
60,South,Gym,75,5212,177,5k-8k,<250,8.77,88.6,unfit
42,South,Running,114,14282,668,>14k,550-700,8.4,73.3,fit
29,South,Gym,89,6849,230,5k-8k,<250,4.98,62.2,unfit
32,South,Cycling,81,11709,538,11k-14k,400-550,7.78,86.8,moderately_fit
62,East,Gym,93,7259,345,5k-8k,250-400,4.77,75.2,moderately_fit
22,East,Cycling,96,11811,525,11k-14k,400-550,8.25,77.7,moderately_fit
30,South,Sports,98,11754,658,11k-14k,550-700,7.76,82.4,moderately_fit
31,North,Running,104,16705,895,>14k,>700,8.24,71.8,fit
18,East,Running,99,16854,810,>14k,>700,5.88,79.3,fit
31,East,Cycling,93,12696,578,11k-14k,550-700,7.75,69.8,moderately_fit
57,East,Cycling,87,7720,423,5k-8k,400-550,7.45,71.1,moderately_fit
18,South,Gym,81,5894,228,5k-8k,<250,6.35,54.2,unfit
39,North,Running,96,11708,640,11k-14k,550-700,7.57,84.1,moderately_fit
27,East,Running,93,15407,690,>14k,550-700,6.44,67.5,fit
47,North,Sports,94,10567,509,8k-11k,400-550,6.6,77.1,moderately_fit
30,West,Running,101,12501,691,11k-14k,550-700,8.22,75.0,fit
32,East,Gym,93,9620,478,8k-11k,400-550,6.84,74.8,moderately_fit
33,North,Running,112,12698,635,11k-14k,550-700,7.55,69.0,fit
52,South,Cycling,79,9401,474,8k-11k,400-550,7.23,72.2,moderately_fit
44,East,Sports,98,5774,215,5k-8k,<250,7.55,76.0,unfit
26,North,Cycling,92,13277,500,11k-14k,400-550,7.25,47.6,moderately_fit
31,South,Sports,90,13405,782,11k-14k,>700,5.04,49.7,fit
34,East,Gym,85,14213,640,>14k,550-700,6.1,80.2,fit
29,East,Running,121,11764,642,11k-14k,550-700,6.68,87.8,moderately_fit
53,North,Cycling,87,7942,288,5k-8k,250-400,5.29,82.7,moderately_fit
30,South,Gym,66,9635,368,8k-11k,250-400,7.04,88.4,moderately_fit
53,West,Walking,85,6065,225,5k-8k,<250,5.63,84.0,unfit
28,West,Cycling,88,15149,554,>14k,550-700,6.18,76.4,moderately_fit
48,East,Cycling,91,8579,450,8k-11k,400-550,5.18,63.2,moderately_fit
51,West,Sports,105,9755,467,8k-11k,400-550,6.73,79.8,moderately_fit
64,South,Sports,85,7607,474,5k-8k,400-550,7.4,71.7,moderately_fit
28,South,Gym,91,13142,523,11k-14k,400-550,7.03,58.4,moderately_fit
23,South,Sports,89,13784,519,11k-14k,400-550,7.76,77.3,moderately_fit
26,North,Gym,62,13393,560,11k-14k,550-700,6.52,73.8,moderately_fit
28,South,Cycling,74,18487,833,>14k,>700,8.1,74.7,fit
34,South,Gym,91,7026,309,5k-8k,250-400,7.62,70.4,moderately_fit
36,East,Gym,82,11495,646,11k-14k,550-700,6.71,90.4,moderately_fit
31,East,Sports,99,11231,705,11k-14k,>700,6.87,79.7,moderately_fit
26,South,Gym,91,7747,234,5k-8k,<250,8.89,64.8,moderately_fit
43,North,Cycling,93,6334,288,5k-8k,250-400,6.68,74.3,unfit
24,North,Gym,74,14920,717,>14k,>700,8.7,56.3,fit
68,North,Walking,74,7337,250,5k-8k,<250,7.19,67.7,moderately_fit
27,East,Gym,80,8836,434,8k-11k,400-550,6.08,66.8,moderately_fit
31,North,Cycling,82,12514,513,11k-14k,400-550,7.14,74.4,moderately_fit
56,South,Walking,70,2355,100,<5k,<250,5.96,78.0,unfit
56,South,Walking,79,5784,208,5k-8k,<250,5.69,76.9,unfit
32,East,Cycling,78,8975,424,8k-11k,400-550,7.12,45.0,moderately_fit
32,West,Gym,76,12680,560,11k-14k,550-700,6.2,59.9,moderately_fit
52,East,Gym,88,11515,610,11k-14k,550-700,6.13,70.7,moderately_fit
50,North,Sports,101,12452,669,11k-14k,550-700,7.23,82.9,fit
32,South,Gym,90,11435,498,11k-14k,400-550,7.98,69.0,moderately_fit
28,North,Running,111,12050,681,11k-14k,550-700,6.89,72.8,fit
20,North,Cycling,82,13632,495,11k-14k,400-550,7.36,67.1,moderately_fit
29,North,Cycling,77,7671,351,5k-8k,250-400,7.35,87.2,moderately_fit
49,North,Cycling,84,5734,241,5k-8k,<250,6.28,78.9,unfit
23,North,Sports,81,12302,655,11k-14k,550-700,8.52,67.8,fit
47,North,Walking,76,7513,267,5k-8k,250-400,6.08,90.3,moderately_fit
22,North,Sports,96,14148,704,>14k,>700,6.47,65.4,fit
28,East,Sports,96,8990,428,8k-11k,400-550,8.42,69.1,moderately_fit
35,West,Sports,89,7647,343,5k-8k,250-400,7.52,58.6,moderately_fit
27,West,Running,106,12745,604,11k-14k,550-700,8.18,79.1,fit
63,North,Cycling,92,6208,306,5k-8k,250-400,6.21,79.0,unfit
52,South,Walking,81,7410,325,5k-8k,250-400,8.38,82.2,moderately_fit
58,West,Cycling,96,6267,286,5k-8k,250-400,5.91,92.1,unfit
36,North,Gym,86,13660,592,11k-14k,550-700,7.79,91.6,moderately_fit
50,East,Cycling,103,10345,507,8k-11k,400-550,7.84,73.0,moderately_fit
31,South,Cycling,89,10592,544,8k-11k,400-550,7.03,74.7,moderately_fit
45,West,Walking,66,4265,231,<5k,<250,7.34,77.5,unfit
37,West,Sports,101,8050,292,8k-11k,250-400,5.73,76.6,moderately_fit
61,East,Gym,77,6331,286,5k-8k,250-400,6.96,78.1,unfit
22,East,Running,101,12863,792,11k-14k,>700,8.14,82.7,fit
20,North,Gym,81,5537,281,5k-8k,250-400,8.07,66.4,unfit
32,North,Sports,91,15215,839,>14k,>700,8.04,91.4,fit
31,South,Running,90,10384,439,8k-11k,400-550,5.11,68.6,moderately_fit
27,North,Running,112,15157,900,>14k,>700,8.1,64.4,fit
26,North,Running,100,15526,834,>14k,>700,7.54,63.8,fit
57,North,Cycling,102,4832,178,<5k,<250,8.55,72.6,unfit
56,West,Running,102,10045,540,8k-11k,400-550,7.24,77.5,moderately_fit
26,North,Gym,65,5942,236,5k-8k,<250,5.1,55.4,unfit
60,North,Walking,130,6575,211,5k-8k,<250,6.46,60.4,unfit
19,South,Running,101,15087,700,>14k,550-700,5.81,62.0,fit
32,South,Sports,88,11593,479,11k-14k,400-550,7.39,74.1,moderately_fit
30,North,Cycling,78,8989,382,8k-11k,250-400,6.15,74.4,moderately_fit
20,West,Gym,76,12819,475,11k-14k,400-550,8.34,67.7,moderately_fit
29,South,Gym,85,8322,395,8k-11k,250-400,7.1,73.4,moderately_fit
57,South,Gym,90,3706,170,<5k,<250,4.94,74.4,unfit
50,North,Cycling,82,7079,367,5k-8k,250-400,8.55,70.5,moderately_fit
60,South,Walking,82,1745,100,<5k,<250,8.84,85.4,unfit
37,East,Cycling,88,8844,456,8k-11k,400-550,6.45,75.7,moderately_fit
23,North,Gym,83,7394,331,5k-8k,250-400,5.71,74.8,moderately_fit
62,South,Walking,78,7042,326,5k-8k,250-400,5.27,78.7,moderately_fit
26,North,Walking,67,8717,351,8k-11k,250-400,4.35,73.4,moderately_fit
29,West,Cycling,98,11651,690,11k-14k,550-700,7.67,77.9,moderately_fit
45,North,Sports,106,13027,584,11k-14k,550-700,6.49,94.8,moderately_fit
21,West,Gym,72,6853,290,5k-8k,250-400,6.23,66.1,unfit
56,North,Gym,73,8262,373,8k-11k,250-400,6.65,71.5,moderately_fit
51,South,Walking,75,3363,104,<5k,<250,7.81,90.8,unfit
70,East,Cycling,83,6647,381,5k-8k,250-400,6.85,74.1,moderately_fit
43,North,Cycling,92,10852,508,8k-11k,400-550,6.68,74.9,moderately_fit
55,South,Walking,76,4963,181,<5k,<250,5.45,71.5,unfit
26,North,Gym,77,13549,541,11k-14k,400-550,7.44,81.7,moderately_fit
44,North,Cycling,130,9049,471,8k-11k,400-550,6.19,72.1,moderately_fit
30,East,Cycling,75,13041,542,11k-14k,400-550,6.69,64.0,moderately_fit
22,North,Walking,65,7257,315,5k-8k,250-400,7.56,65.5,moderately_fit
31,East,Cycling,85,11289,538,11k-14k,400-550,5.79,79.7,moderately_fit
